ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,PTS,AST,REB,ALL_STAR_APPEARANCES,PIE
201947,Earl,Clark,Earl Clark,"Clark, Earl",E. Clark,earl-clark,1988-01-17T00:00:00,Louisville,USA,Louisville/USA,82,234,5,55,Forward,Inactive,N,1610612753,Magic,ORL,magic,Orlando,earl_clark,2009,2014,Y,Y,Y,2009,1,14,4.4,0.5,3,0,
1629109,Gary,Clark,Gary Clark,"Clark, Gary",G. Clark,gary-clark,1994-11-16T00:00:00,Cincinnati,USA,Cincinnati/USA,78,225,2,12,Forward,Active,Y,1610612753,Magic,ORL,magic,Orlando,gary_clark,2018,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,3.4,0.9,3.2,,0.044
203546,Ian,Clark,Ian Clark,"Clark, Ian",I. Clark,ian-clark,1991-03-07T00:00:00,Belmont,USA,Belmont/USA,75,175,6,2,Guard,Inactive,N,1610612740,Pelicans,NOP,pelicans,New Orleans,ian_clark,2013,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted,5.6,1.2,1.3,0,
1721,Keon,Clark,Keon Clark,"Clark, Keon",K. Clark,keon-clark,1975-04-16T00:00:00,UNLV,USA,UNLV/USA,83,221,6,13,Center-Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,keon_clark,1998,2003,N,Y,Y,1998,1,13,8.2,0.9,5.9,0,
1629634,Brandon,Clarke,Brandon Clarke,"Clarke, Brandon",B. Clarke,brandon-clarke,1996-09-19T00:00:00,Gonzaga,Canada,Gonzaga/Canada,80,215,1,15,Forward,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,brandon_clarke,2019,2020,N,Y,Y,2019,1,21,11.8,1.5,5.5,,0.11
1626262,Coty,Clarke,Coty Clarke,"Clarke, Coty",C. Clarke,coty-clarke,1992-07-04T00:00:00,Arkansas,USA,Arkansas/USA,79,225,0,"",Forward,Inactive,N,0,"","","","",coty_clarke,2015,2015,Y,Y,Y,Undrafted,Undrafted,Undrafted,2,0,0.3,0,
203903,Jordan,Clarkson,Jordan Clarkson,"Clarkson, Jordan",J. Clarkson,jordan-clarkson,1992-06-07T00:00:00,Missouri,USA,Missouri/USA,76,194,6,00,Guard,Active,Y,1610612762,Jazz,UTA,jazz,Utah,jordan_clarkson,2014,2020,Y,Y,Y,2014,2,46,17.5,2.2,3.9,,0.116
1628492,Gian,Clavell,Gian Clavell,"Clavell, Gian",G. Clavell,gian-clavell,1993-11-26T00:00:00,Colorado State,Puerto Rico,Colorado State/Puerto Rico,76,185,0,"",Guard,Inactive,N,0,"","","","",gian_clavell,2017,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted,2.9,0.4,1,0,
201964,Victor,Claver,Victor Claver,"Claver, Victor",V. Claver,victor-claver,1988-08-30T00:00:00,Valenica,Spain,Valencia/Spain,,,2,"","",Inactive,N,0,"","","","",victor_claver,2012,2016,Y,Y,Y,2009,1,22,3.2,0.7,2.2,0,
1629651,Nicolas,Claxton,Nicolas Claxton,"Claxton, Nicolas",N. Claxton,nicolas-claxton,1999-04-17T00:00:00,Georgia,USA,Georgia/USA,83,215,1,33,Forward-Center,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,nicolas_claxton,2019,2020,Y,Y,Y,2019,2,31,9.8,0.9,4.3,,0.143
2049,Speedy,Claxton,Speedy Claxton,"Claxton, Speedy",S. Claxton,speedy-claxton,1978-05-08T00:00:00,Hofstra,USA,Hofstra/USA,71,170,7,12,Guard,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,speedy_claxton,2001,2008,N,Y,Y,2000,1,20,9.3,4.3,2.5,0,
2043,Mateen,Cleaves,Mateen Cleaves,"Cleaves, Mateen",M. Cleaves,mateen-cleaves,1977-09-07T00:00:00,Michigan State,USA,Michigan State/USA,74,210,6,"",Guard,Inactive,N,0,"","","","",mateen_cleaves,2000,2005,Y,Y,Y,2000,1,14,3.6,1.9,1,0,
1629598,Chris,Clemons,Chris Clemons,"Clemons, Chris",C. Clemons,chris-clemons,1997-07-23T00:00:00,Campbell University,USA,Campbell /USA,69,180,1,3,Guard,Inactive,Y,1610612745,Rockets,HOU,rockets,Houston,chris_clemons,2019,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,4.9,0.8,0.9,0,
1628499,Antonius,Cleveland,Antonius Cleveland,"Cleveland, Antonius",A. Cleveland,antonius-cleveland,1994-02-02T00:00:00,Southeast Missouri,USA,Southeast Missouri/USA,77,195,2,3,Guard,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,antonius_cleveland,2017,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,1.2,0.1,0.8,0,
1629599,Amir,Coffey,Amir Coffey,"Coffey, Amir",A. Coffey,amir-coffey,1997-06-17T00:00:00,Minnesota,USA,Minnesota/USA,79,210,1,7,Guard-Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,amir_coffey,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,2.9,0.5,0.7,,0.073
202708,Norris,Cole,Norris Cole,"Cole, Norris",N. Cole,norris-cole,1988-10-13T00:00:00,Cleveland State,USA,Cleveland State/USA,74,175,6,30,Guard,Inactive,N,1610612748,Heat,MIA,heat,Miami,norris_cole,2011,2016,N,Y,Y,2011,1,28,7,2.7,2,0,
934,Derrick,Coleman,Derrick Coleman,"Coleman, Derrick",D. Coleman,derrick-coleman,1967-06-21T00:00:00,Syracuse,USA,Syracuse/USA,82,270,14,"",Forward,Inactive,N,0,"","","","",derrick_coleman,1990,2004,N,Y,Y,1990,1,1,16.5,2.5,9.3,1,
902,Bimbo,Coles,Bimbo Coles,"Coles, Bimbo",B. Coles,bimbo-coles,1968-04-22T00:00:00,Virginia Tech,USA,Virginia Tech/USA,74,182,14,12,Guard,Inactive,N,1610612748,Heat,MIA,heat,Miami,bimbo_coles,1990,2003,N,Y,Y,1990,2,40,7.8,3.9,2.1,0,
2044,Jason,Collier,Jason Collier,"Collier, Jason",J. Collier,jason-collier,1977-09-08T00:00:00,Georgia Tech,USA,Georgia Tech/USA,84,260,5,40,Center,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,jason_collier,2000,2004,N,Y,Y,2000,1,15,5.6,0.3,2.9,0,
2260,Jarron,Collins,Jarron Collins,"Collins, Jarron",J. Collins,jarron-collins,1978-12-02T00:00:00,Stanford,USA,Stanford/USA,83,249,9,"",Center,Inactive,N,0,"","","","",jarron_collins,2001,2010,N,Y,Y,2001,2,52,3.9,0.8,2.9,0,
2215,Jason,Collins,Jason Collins,"Collins, Jason",J. Collins,jason-collins,1978-12-02T00:00:00,Stanford,USA,Stanford/USA,84,255,12,98,Center,Inactive,N,1610612751,Nets,BKN,nets,Brooklyn,jason_collins,2001,2013,N,Y,Y,2001,1,18,3.6,0.9,3.7,0,
1628381,John,Collins,John Collins,"Collins, John",J. Collins,john-collins,1997-09-23T00:00:00,Wake Forest,USA,Wake Forest/USA,81,235,3,20,Forward-Center,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,john_collins,2017,2020,N,Y,Y,2017,1,19,18.3,1.3,7.8,,0.124
200776,Mardy,Collins,Mardy Collins,"Collins, Mardy",M. Collins,mardy-collins,1984-08-04T00:00:00,Temple,USA,Temple/USA,78,220,4,25,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,mardy_collins,2006,2009,Y,Y,Y,2006,1,29,3.9,1.7,1.8,0,
202395,Sherron,Collins,Sherron Collins,"Collins, Sherron",S. Collins,sherron-collins,1987-03-18T00:00:00,Kansas,USA,Kansas/USA,71,205,0,"",Guard,Inactive,N,0,"","","","",sherron_collins,2010,2010,Y,Y,Y,Undrafted,Undrafted,Undrafted,0.9,0.4,0.3,0,
1628380,Zach,Collins,Zach Collins,"Collins, Zach",Z. Collins,zach-collins,1997-11-19T00:00:00,Gonzaga,USA,Gonzaga/USA,83,250,3,33,Forward-Center,Active,N,1610612757,Trail Blazers,POR,blazers,Portland,zach_collins,2017,2020,N,Y,Y,2017,1,10,7,1.5,6.3,,0.054
1627858,Kyle,Collinsworth,Kyle Collinsworth,"Collinsworth, Kyle",K. Collinsworth,kyle-collinsworth,1991-10-03T00:00:00,Brigham Young,USA,Brigham Young/USA,78,210,1,8,Guard,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,kyle_collinsworth,2017,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted,3.2,1.8,3.3,0,
201954,Darren,Collison,Darren Collison,"Collison, Darren",D. Collison,darren-collison,1987-08-23T00:00:00,UCLA,USA,UCLA/USA,72,175,10,2,Guard,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,darren_collison,2009,2018,N,Y,Y,2009,1,21,12.5,5,2.7,0,
2555,Nick,Collison,Nick Collison,"Collison, Nick",N. Collison,nick-collison,1980-10-26T00:00:00,Kansas,USA,Kansas/USA,82,255,14,4,Forward-Center,Inactive,N,1610612760,Thunder,OKC,thunder,Oklahoma City,nick_collison,2003,2017,N,Y,Y,2003,1,12,5.9,1,5.2,0,
1629045,Bonzie,Colson,Bonzie Colson,"Colson, Bonzie",B. Colson,bonzie-colson,1996-01-12T00:00:00,Notre Dame,USA,Notre Dame/USA,78,225,1,50,Forward,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,bonzie_colson,2018,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted,4.9,0.4,3.8,0,
2173,Sean,Colson,Sean Colson,"Colson, Sean",S. Colson,sean-colson,1975-07-01T00:00:00,North Carolina-Charlotte,USA,North Carolina-Charlotte/USA,72,175,1,3,Guard,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,sean_colson,2000,2002,N,Y,Y,Undrafted,Undrafted,Undrafted,1.2,0.8,0.5,0,
201144,Mike,Conley,Mike Conley,"Conley, Mike",M. Conley,mike-conley,1987-10-11T00:00:00,Ohio State,USA,Ohio State/USA,73,175,13,10,Guard,Active,Y,1610612762,Jazz,UTA,jazz,Utah,mike_conley,2007,2020,N,Y,Y,2007,1,4,16.4,5.5,3.4,,0.125
1626192,Pat,Connaughton,Pat Connaughton,"Connaughton, Pat",P. Connaughton,pat-connaughton,1993-01-06T00:00:00,Notre Dame,USA,Notre Dame/USA,77,209,5,24,Guard,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,pat_connaughton,2015,2020,N,Y,Y,2015,2,41,6.9,1.3,4.5,,0.082
101215,Will,Conroy,Will Conroy,"Conroy, Will",W. Conroy,will-conroy,1982-12-08T00:00:00,Washington,USA,Washington/USA,74,195,2,"",Guard,Inactive,N,0,"","","","",will_conroy,2006,2012,Y,Y,Y,Undrafted,Undrafted,Undrafted,0.4,1,0.7,0,
2567,Brian,Cook,Brian Cook,"Cook, Brian",B. Cook,brian-cook,1980-12-04T00:00:00,Illinois,USA,Illinois/USA,81,250,9,43,Center-Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,brian_cook,2003,2011,N,Y,Y,2003,1,24,5.5,0.6,2.6,0,
201161,Daequan,Cook,Daequan Cook,"Cook, Daequan",D. Cook,daequan-cook,1987-04-28T00:00:00,Ohio State,USA,Ohio State/USA,77,210,6,14,Guard,Inactive,N,1610612748,Heat,MIA,heat,Miami,daequan_cook,2007,2012,Y,Y,Y,2007,1,21,6.4,0.7,2.1,0,
2241,Omar,Cook,Omar Cook,"Cook, Omar",O. Cook,omar-cook,1982-01-28T00:00:00,St. John's,USA,St. John's/USA,73,190,2,1,Guard,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,omar_cook,2001,2004,N,Y,Y,2001,2,31,1.7,2.1,0.6,0,
1626188,Quinn,Cook,Quinn Cook,"Cook, Quinn",Q. Cook,quinn-cook,1993-03-23T00:00:00,Duke,USA,Duke/USA,73,180,4,2,Guard,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,quinn_cook,2016,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,2.9,0.7,0.7,,0.095
1629076,Tyler,Cook,Tyler Cook,"Cook, Tyler",T. Cook,tyler-cook,1997-09-23T00:00:00,Iowa,USA,Iowa/USA,80,255,1,25,Forward,Active,Y,1610612765,Pistons,DET,pistons,Detroit,tyler_cook,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,0.7,0.3,1.5,,0.037
1628429,Charles,Cooke,Charles Cooke,"Cooke, Charles",C. Cooke,charles-cooke,1994-07-01T00:00:00,University of Dayton,USA,Dayton/USA,77,196,1,4,Guard,Inactive,N,1610612740,Pelicans,NOP,pelicans,New Orleans,charles_cooke,2017,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted,0.5,0.1,0.2,0,
204022,Jack,Cooley,Jack Cooley,"Cooley, Jack",J. Cooley,jack-cooley,1991-04-12T00:00:00,Notre Dame,USA,Notre Dame/USA,82,274,1,45,Center-Forward,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,jack_cooley,2014,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted,2.9,0.3,2.4,0,
203142,Chris,Copeland,Chris Copeland,"Copeland, Chris",C. Copeland,chris-copeland,1984-03-17T00:00:00,Colorado,USA,Colorado/USA,81,239,4,"",Forward,Inactive,N,0,"","","","",chris_copeland,2012,2015,N,Y,Y,Undrafted,Undrafted,Undrafted,5.8,0.6,1.6,0,
1627856,Matt,Costello,Matt Costello,"Costello, Matt",M. Costello,matt-costello,1993-08-05T00:00:00,Michigan State,USA,Michigan State/USA,82,240,1,10,Forward-Center,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,matt_costello,2017,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted,1,0.5,2.3,0,
203955,Bryce,Cotton,Bryce Cotton,"Cotton, Bryce",B. Cotton,bryce-cotton,1992-08-11T00:00:00,Providence,USA,Providence/USA,73,165,2,8,Guard,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,bryce_cotton,2014,2015,Y,Y,Y,Undrafted,Undrafted,Undrafted,3.8,0.8,0.8,0,
202408,Marcus,Cousin,Marcus Cousin,"Cousin, Marcus",M. Cousin,marcus-cousin,1986-12-18T00:00:00,Houston,USA,Houston/USA,83,255,1,50,Forward,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,marcus_cousin,2010,2010,Y,Y,Y,Undrafted,Undrafted,Undrafted,1,0,0.8,0,
202326,DeMarcus,Cousins,DeMarcus Cousins,"Cousins, DeMarcus",D. Cousins,demarcus-cousins,1990-08-13T00:00:00,Kentucky,USA,Kentucky/USA,82,270,9,"",Center,Inactive,Y,0,"","","","",demarcus_cousins,2010,2020,N,Y,Y,2010,1,5,9.6,2.4,7.6,,0.127
203496,Robert,Covington,Robert Covington,"Covington, Robert",R. Covington,robert-covington,1990-12-14T00:00:00,Tennessee State,USA,Tennessee State/USA,79,209,7,23,Forward,Active,Y,1610612757,Trail Blazers,POR,blazers,Portland,robert_covington,2013,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,8.6,1.7,6.7,,0.073
203459,Allen,Crabbe,Allen Crabbe,"Crabbe, Allen",A. Crabbe,allen-crabbe,1992-04-09T00:00:00,California,USA,California/USA,77,212,6,"",Guard-Forward,Inactive,N,0,"","","","",allen_crabbe,2013,2019,Y,Y,Y,2013,2,31,9.1,1.1,2.8,0,
1628470,Torrey,Craig,Torrey Craig,"Craig, Torrey",T. Craig,torrey-craig,1990-12-19T00:00:00,South Carolina Upstate,USA,South Carolina Upstate/USA,79,221,3,12,Forward,Active,Y,1610612756,Suns,PHX,suns,Phoenix,torrey_craig,2017,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,2.9,0.9,2.4,,0.061
1544,Chris,Crawford,Chris Crawford,"Crawford, Chris",C. Crawford,chris-crawford,1975-05-13T00:00:00,Marquette,USA,Marquette/USA,81,235,7,4,Forward,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,chris_crawford,1997,2003,N,Y,Y,1997,2,50,6.6,0.6,2.2,0,
2037,Jamal,Crawford,Jamal Crawford,"Crawford, Jamal",J. Crawford,jamal-crawford,1980-03-20T00:00:00,Michigan,USA,Michigan/USA,77,200,20,1,Guard,Inactive,N,1610612751,Nets,BKN,nets,Brooklyn,jamal_crawford,2000,2019,N,Y,Y,2000,1,8,14.6,3.4,2.2,0,
201621,Joe,Crawford,Joe Crawford,"Crawford, Joe",J. Crawford,joe-crawford,1986-06-17T00:00:00,Kentucky,USA,Kentucky/USA,77,210,1,5,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,joe_crawford,2008,2008,Y,Y,Y,2008,2,58,4.5,0.5,2,0,
202348,Jordan,Crawford,Jordan Crawford,"Crawford, Jordan",J. Crawford,jordan-crawford,1988-10-23T00:00:00,Xavier,USA,Xavier/USA,77,195,5,27,Guard,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,jordan_crawford,2010,2017,Y,Y,Y,2010,1,27,12.2,3.1,2.5,0,
1628249,Mitchell,Creek,Mitchell Creek,"Creek, Mitchell",M. Creek,mitchell-creek,1992-04-27T00:00:00,Gottingen,Australia,Gottingen/Australia,78,225,1,55,Forward-Guard,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,mitchell_creek,2018,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted,4.2,1.2,2.4,0,
2343,Joe,Crispin,Joe Crispin,"Crispin, Joe",J. Crispin,joe-crispin,1979-07-18T00:00:00,Penn State,USA,Penn State/USA,72,185,1,11,Guard,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,joe_crispin,2001,2001,N,Y,Y,Undrafted,Undrafted,Undrafted,3.8,1.2,0.5,0,
201159,Javaris,Crittenton,Javaris Crittenton,"Crittenton, Javaris",J. Crittenton,javaris-crittenton,1987-12-31T00:00:00,Georgia Tech,USA,Georgia Tech/USA,77,200,2,8,Guard,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,javaris_crittenton,2007,2009,Y,Y,Y,2007,1,19,5.3,1.8,2.4,0,
1506,Austin,Croshere,Austin Croshere,"Croshere, Austin",A. Croshere,austin-croshere,1975-05-01T00:00:00,Providence,USA,Providence/USA,82,240,11,"",Forward,Inactive,N,0,"","","","",austin_croshere,1997,2008,N,Y,Y,1997,1,12,6.8,1,4,0,
180,John,Crotty,John Crotty,"Crotty, John",J. Crotty,john-crotty,1969-07-15T00:00:00,Virginia,USA,Virginia/USA,,,10,"",Guard,Inactive,N,0,"","","","",john_crotty,1992,2002,N,Y,Y,Undrafted,Undrafted,Undrafted,4,2.1,1.1,0,
203109,Jae,Crowder,Jae Crowder,"Crowder, Jae",J. Crowder,jae-crowder,1990-07-06T00:00:00,Marquette,USA,Marquette/USA,78,235,8,99,Forward,Active,Y,1610612756,Suns,PHX,suns,Phoenix,jae_crowder,2012,2020,Y,Y,Y,2012,2,34,10.1,2,5,,0.088
1629633,Jarrett,Culver,Jarrett Culver,"Culver, Jarrett",J. Culver,jarrett-culver,1999-02-20T00:00:00,Texas Tech,USA,Texas Tech/USA,78,195,1,23,Guard-Forward,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,jarrett_culver,2019,2020,N,Y,Y,2019,1,6,6.8,0.8,4.3,,0.059
1907,Vonteego,Cummings,Vonteego Cummings,"Cummings, Vonteego",V. Cummings,vonteego-cummings,1976-02-29T00:00:00,Pittsburgh,USA,Pittsburgh/USA,,,3,"","",Inactive,N,0,"","","","",vonteego_cummings,1999,2007,Y,Y,Y,1999,1,26,6.9,2.7,1.9,0,
201967,Dante,Cunningham,Dante Cunningham,"Cunningham, Dante",D. Cunningham,dante-cunningham,1987-04-22T00:00:00,Villanova,USA,Villanova/USA,80,230,10,33,Forward,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,dante_cunningham,2009,2018,N,Y,Y,2009,2,33,5.8,0.7,3.7,0,
203099,Jared,Cunningham,Jared Cunningham,"Cunningham, Jared",J. Cunningham,jared-cunningham,1991-05-22T00:00:00,Oregon State,USA,Oregon State/USA,76,195,3,"",Guard,Inactive,N,0,"","","","",jared_cunningham,2012,2015,Y,Y,Y,2012,1,24,2.3,0.5,0.7,0,
209,Dell,Curry,Dell Curry,"Curry, Dell",D. Curry,dell-curry,1964-06-25T00:00:00,Virginia Tech,USA,Virginia Tech/USA,77,205,15,30,Guard-Forward,Inactive,N,1610612766,Hornets,CHH,hornets,Charlotte,dell_curry,1986,2001,N,Y,Y,1986,1,15,11.7,1.8,2.4,0,
2201,Eddy,Curry,Eddy Curry,"Curry, Eddy",E. Curry,eddy-curry,1982-12-05T00:00:00,Thornwood HS (IL),USA,Thornwood HS (IL)/USA,84,295,10,"",Center,Inactive,N,0,"","","","",eddy_curry,2001,2012,N,Y,Y,2001,1,4,12.9,0.5,5.2,0,
201191,JamesOn,Curry,JamesOn Curry,"Curry, JamesOn",J. Curry,jameson-curry,1986-01-07T00:00:00,Oklahoma State,USA,Oklahoma State/USA,75,190,2,"",Guard,Inactive,N,0,"","","","",jameson_curry,2007,2009,Y,Y,Y,2007,2,51,0,0,0,0,
688,Michael,Curry,Michael Curry,"Curry, Michael",M. Curry,michael-curry,1968-08-22T00:00:00,Georgia Southern,USA,Georgia Southern/USA,77,210,10,"",Forward-Guard,Inactive,N,0,"","","","",michael_curry,1993,2004,N,Y,Y,Undrafted,Undrafted,Undrafted,4.5,1.2,1.6,0,
203552,Seth,Curry,Seth Curry,"Curry, Seth",S. Curry,seth-curry,1990-08-23T00:00:00,Duke,USA,Duke/USA,74,185,6,31,Guard,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,seth_curry,2013,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,12.9,2.9,2.2,,0.082
201939,Stephen,Curry,Stephen Curry,"Curry, Stephen",S. Curry,stephen-curry,1988-03-14T00:00:00,Davidson,USA,Davidson/USA,75,185,11,30,Guard,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,stephen_curry,2009,2020,N,Y,Y,2009,1,7,29,6.2,5.3,,0.176
2223,Samuel,Dalembert,Samuel Dalembert,"Dalembert, Samuel",S. Dalembert,samuel-dalembert,1980-05-10T00:00:00,Seton Hall,Haiti,Seton Hall/Haiti,83,255,13,"",Center,Inactive,N,0,"","","","",samuel_dalembert,2001,2014,N,Y,Y,2001,1,26,7.7,0.5,7.8,0,
956,Erick,Dampier,Erick Dampier,"Dampier, Erick",E. Dampier,erick-dampier,1975-07-14T00:00:00,Mississippi State,USA,Mississippi State/USA,83,265,16,25,Center,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,erick_dampier,1996,2011,N,Y,Y,1996,1,10,7.4,0.8,7.1,0,
1498,Antonio,Daniels,Antonio Daniels,"Daniels, Antonio",A. Daniels,antonio-daniels,1975-03-19T00:00:00,Bowling Green,USA,Bowling Green/USA,76,205,13,22,Guard,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,antonio_daniels,1997,2010,Y,Y,Y,1997,1,4,7.6,3.4,1.8,0,
2845,Erik,Daniels,Erik Daniels,"Daniels, Erik",E. Daniels,erik-daniels,1982-04-01T00:00:00,Kentucky,USA,Kentucky/USA,,,1,"","",Inactive,N,0,"","","","",erik_daniels,2004,2007,Y,Y,Y,Undrafted,Undrafted,Undrafted,0.6,0.2,0.9,0,
2605,Marquis,Daniels,Marquis Daniels,"Daniels, Marquis",M. Daniels,marquis-daniels,1981-01-07T00:00:00,Auburn,USA,Auburn/USA,78,200,10,6,Forward,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,marquis_daniels,2003,2012,N,Y,Y,Undrafted,Undrafted,Undrafted,7.9,1.8,2.8,0,
203584,Troy,Daniels,Troy Daniels,"Daniels, Troy",T. Daniels,troy-daniels,1991-07-15T00:00:00,Virginia Commonwealth,USA,Virginia Commonwealth/USA,76,200,7,30,Guard,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,troy_daniels,2013,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,6.6,0.5,1.3,0,
203540,Gigi,Datome,Gigi Datome,"Datome, Gigi",G. Datome,gigi-datome,1987-11-27T00:00:00,Virtus Roma,Italy,Virtus Roma/Italy,80,215,1,70,Forward,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,gigi_datome,2013,2014,Y,Y,Y,Undrafted,Undrafted,Undrafted,3.4,0.4,1.4,0,
201176,Jermareo,Davidson,Jermareo Davidson,"Davidson, Jermareo",J. Davidson,jermareo-davidson,1984-11-15T00:00:00,Alabama,USA,Alabama/USA,82,230,2,33,Forward,Inactive,N,1610612766,Bobcats,CHA,hornets,Charlotte,jermareo_davidson,2007,2008,Y,Y,Y,2007,2,36,3.1,0.3,1.8,0,
203561,Brandon,Davies,Brandon Davies,"Davies, Brandon",B. Davies,brandon-davies,1991-07-25T00:00:00,Brigham Young,USA,Brigham Young/USA,82,240,1,"",Forward,Inactive,N,0,"","","","",brandon_davies,2013,2014,N,Y,Y,Undrafted,Undrafted,Undrafted,3.7,0.7,2.5,0,
203076,Anthony,Davis,Anthony Davis,"Davis, Anthony",A. Davis,anthony-davis,1993-03-11T00:00:00,Kentucky,USA,Kentucky/USA,82,253,8,3,Forward-Center,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,anthony_davis,2012,2020,N,Y,Y,2012,1,1,22.5,3,8.4,,0.163
213,Antonio,Davis,Antonio Davis,"Davis, Antonio",A. Davis,antonio-davis,1968-10-31T00:00:00,Texas-El Paso,USA,Texas-El Paso/USA,81,245,12,"",Forward-Center,Inactive,N,0,"","","","",antonio_davis,1993,2005,N,Y,Y,1990,2,45,10,1.1,7.5,1,
1884,Baron,Davis,Baron Davis,"Davis, Baron",B. Davis,baron-davis,1979-04-13T00:00:00,UCLA,USA,UCLA/USA,75,212,13,85,Guard,Inactive,N,1610612766,Hornets,CHH,hornets,Charlotte,baron_davis,1999,2011,Y,Y,Y,1999,1,3,16.1,7.2,3.8,2,
905,Dale,Davis,Dale Davis,"Davis, Dale",D. Davis,dale-davis,1969-03-25T00:00:00,Clemson,USA,Clemson/USA,83,252,16,34,Center-Forward,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,dale_davis,1991,2006,N,Y,Y,1991,1,13,8,0.9,7.9,1,
1627738,Deyonta,Davis,Deyonta Davis,"Davis, Deyonta",D. Davis,deyonta-davis,1996-12-02T00:00:00,Michigan State,USA,Michigan State/USA,83,237,3,"",Center-Forward,Inactive,N,0,"","","","",deyonta_davis,2016,2018,Y,Y,Y,2016,2,31,4.2,0.4,3.2,0,
202334,Ed,Davis,Ed Davis,"Davis, Ed",E. Davis,ed-davis,1989-06-05T00:00:00,North Carolina,USA,North Carolina/USA,81,218,10,17,Center-Forward,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,ed_davis,2010,2020,Y,Y,Y,2010,1,13,2.3,1,5.1,,0.073
1023,Emanual,Davis,Emanual Davis,"Davis, Emanual",E. Davis,emanual-davis,1968-08-27T00:00:00,Delaware State,USA,Delaware State/USA,77,195,6,15,Guard,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,emanual_davis,1996,2002,N,Y,Y,Undrafted,Undrafted,Undrafted,4.9,1.8,1.9,0,
